"Country","Region","Year","Population","Life.Expectancy","Health.Expenditure"
"Kenya","Sub-Saharan Africa",2008,38455418,55.12421951,33.19619238
"Korea, Rep.","East Asia & Pacific",2008,48949000,79.83268293,1228.757283
"Kuwait","Middle East & North Africa",2008,2548351,74.37829268,1117.342301
"Kyrgyz Republic","Europe & Central Asia",2008,5318700,68.45121951,59.9619728
"Lao PDR","East Asia & Pacific",2008,6022001,66.18439024,36.87497498
"Latvia","Europe & Central Asia",2008,2266094,72.4195122,980.8452682
"Lebanon","Middle East & North Africa",2008,4166915,72.04731707,534.2348016
"Lesotho","Sub-Saharan Africa",2008,2127412,45.93156098,72.44746837
"Liberia","Sub-Saharan Africa",2008,3658460,54.72763415,27.47533374
"Libya","Middle East & North Africa",2008,6149620,74.329,310.8905543
"Lithuania","Europe & Central Asia",2008,3358115,71.81219512,934.406832
"Luxembourg","Europe & Central Asia",2008,488650,80.53902439,8054.816359
"Macedonia, FYR","Europe & Central Asia",2008,2052524,74.26712195,315.4700563
"Madagascar","Sub-Saharan Africa",2008,19546282,65.83553659,17.47819881
"Malawi","Sub-Saharan Africa",2008,14005113,51.80473171,25.60313646
"Malaysia","East Asia & Pacific",2008,27502008,73.56812195,306.3683687
"Maldives","South Asia",2008,307632,75.81104878,477.4404317
"Mali","Sub-Saharan Africa",2008,14459990,50.12019512,40.72324434
"Malta","Middle East & North Africa",2008,411950,79.43170732,1599.465097
"Mauritania","Sub-Saharan Africa",2008,3295254,57.6682439,47.27616691
"Mauritius","Sub-Saharan Africa",2008,1268565,72.57073171,395.0731856
"Mexico","Latin America & Caribbean",2008,110627158,76.23634146,598.3378052
"Micronesia, Fed. Sts.","East Asia & Pacific",2008,110367,68.4027561,306.0551423
"Moldova","Europe & Central Asia",2008,3570107,68.34865854,193.4219437
"Mongolia","East Asia & Pacific",2008,2667474,67.4862439,122.7064693
"Montenegro","Europe & Central Asia",2008,629185,74.03358537,573.9169205
"Morocco","Middle East & North Africa",2008,31321453,71.3077561,153.1680217
"Mozambique","Sub-Saharan Africa",2008,22332900,48.89839024,24.35753357
"Myanmar","East Asia & Pacific",2008,47250315,63.7817561,10.6130592
"Namibia","Sub-Saharan Africa",2008,2200422,60.98934146,275.274878
"Nepal","South Asia",2008,28905358,67.52795122,22.70146522
"Netherlands","Europe & Central Asia",2008,16445593,80.25121951,5836.271979
"New Zealand","East Asia & Pacific",2008,4268900,80.35121951,2820.247046
"Nicaragua","Latin America & Caribbean",2008,5635577,73.11080488,105.2139705
"Niger","Sub-Saharan Africa",2008,14450007,53.3344878,19.45086607
"Nigeria","Sub-Saharan Africa",2008,150665730,50.47973171,87.63128595
"Norway","Europe & Central Asia",2008,4768212,80.59268293,8138.628762
"Oman","Middle East & North Africa",2008,2636963,72.99860976,472.7088693
"Pakistan","South Asia",2008,167442258,64.72195122,28.92864547
"Panama","Latin America & Caribbean",2008,3406487,75.62931707,493.0881736
"Papua New Guinea","East Asia & Pacific",2008,6549268,61.70117073,55.82402014
"Paraguay","Latin America & Caribbean",2008,6230242,71.86170732,167.3314687
"Peru","Latin America & Caribbean",2008,28463338,73.30570732,256.2936678
"Philippines","East Asia & Pacific",2008,90173139,67.98892683,74.62828181
"Poland","Europe & Central Asia",2008,38125759,75.54390244,956.4948917
"Portugal","Europe & Central Asia",2008,10622413,78.52439024,2423.551945
"Qatar","Middle East & North Africa",2008,1396060,77.7745122,1547.61469
"Romania","Europe & Central Asia",2008,21513622,72.56585366,516.4738511
"Russian Federation","Europe & Central Asia",2008,141950000,67.84878049,596.480749
"Rwanda","Sub-Saharan Africa",2008,10004092,54.20619512,43.52995858
"Samoa","East Asia & Pacific",2008,181809,71.81370732,167.3488862
"San Marino","Europe & Central Asia",2008,31198,82.83170732,4221.67062
"Sao Tome and Principe","Sub-Saharan Africa",2008,159852,63.8697561,79.13477167
"Saudi Arabia","Middle East & North Africa",2008,26166639,73.40207317,560.9889098
"Senegal","Sub-Saharan Africa",2008,11787123,58.30936585,65.74653847
"Serbia","Europe & Central Asia",2008,7350221,73.63658537,673.3951746
"Seychelles","Sub-Saharan Africa",2008,86956,73.16341463,358.376453
"Sierra Leone","Sub-Saharan Africa",2008,5612129,46.42526829,63.17233605
"Singapore","East Asia & Pacific",2008,4839400,80.7902439,1669.509156
"Slovak Republic","Europe & Central Asia",2008,5406626,74.70487805,1398.669145
"Slovenia","Europe & Central Asia",2008,2021316,78.76585366,2244.156118
"Solomon Islands","East Asia & Pacific",2008,510221,66.67346341,70.98564891
"South Africa","Sub-Saharan Africa",2008,48793022,51.24021951,445.2355511
"South Sudan","Sub-Saharan Africa",2008,8976845,61.51219512,33.97232208
"Spain","Europe & Central Asia",2008,45555716,81.17560976,3125.584514
"Sri Lanka","South Asia",2008,20217000,74.43326829,70.5661622
"St. Lucia","Latin America & Caribbean",2008,170331,73.99919512,500.7422188
"St. Vincent and the Grenadines","Latin America & Caribbean",2008,109178,71.72109756,299.3922427
"Sudan","Sub-Saharan Africa",2008,32438306,60.47792683,96.74574833
"Suriname","Latin America & Caribbean",2008,515066,69.77570732,395.8114926
"Swaziland","Sub-Saharan Africa",2008,1031747,47.34192683,211.017192
"Sweden","Europe & Central Asia",2008,9219637,81.1,4865.991151
"Switzerland","Europe & Central Asia",2008,7647675,81.99268293,6995.701949
"Syrian Arab Republic","Middle East & North Africa",2008,19637776,75.41260976,89.88517194
"Tajikistan","Europe & Central Asia",2008,6691416,66.65597561,43.07761038
"Tanzania","Sub-Saharan Africa",2008,42267667,55.76943902,26.28317021
"Thailand","East Asia & Pacific",2008,68267982,73.61326829,158.415597
"Timor-Leste","East Asia & Pacific",2008,1077911,61.08595122,53.09658021
"Togo","Sub-Saharan Africa",2008,5776837,55.88031707,35.43502773
"Tonga","East Asia & Pacific",2008,102910,71.8764878,206.8143218
"Trinidad and Tobago","Latin America & Caribbean",2008,1331040,69.30514634,909.1604177
"Tunisia","Middle East & North Africa",2008,10328900,74.30243902,246.3780725
"Turkey","Europe & Central Asia",2008,70923730,73.12963415,624.0032834
"Turkmenistan","Europe & Central Asia",2008,4918396,64.67570732,80.50645805
"Uganda","Sub-Saharan Africa",2008,31339392,52.43997561,40.0052934
"Ukraine","Europe & Central Asia",2008,46258200,68.25146341,259.6442146
"United Arab Emirates","Middle East & North Africa",2008,6206623,76.22134146,1518.825343
"United Kingdom","Europe & Central Asia",2008,61393521,79.6,3760.207315
"United States","North America",2008,304093966,77.93902439,7760.474973
"Uruguay","Latin America & Caribbean",2008,3334052,75.98073171,722.3730404
"Uzbekistan","Europe & Central Asia",2008,27302700,67.56697561,57.54981458
"Vanuatu","East Asia & Pacific",2008,228041,70.24358537,134.6715724
"Venezuela, RB","Latin America & Caribbean",2008,27935000,73.75756098,634.4285653
"Vietnam","East Asia & Pacific",2008,85122300,74.38546341,70.47103365
"Yemen, Rep.","Middle East & North Africa",2008,22626595,64.13956098,68.22630216
"Zambia","Sub-Saharan Africa",2008,12379612,47.05243902,70.94689796
"Afghanistan","South Asia",2009,33438329,47.89885366,35.49851201
"Albania","Europe & Central Asia",2009,3192723,76.76109756,238.2603038
"Algeria","Middle East & North Africa",2009,34950168,72.6227561,180.5017691
"Angola","Sub-Saharan Africa",2009,18555115,50.25102439,236.5510202
"Argentina","Latin America & Caribbean",2009,40062470,75.46409756,725.0367866
"Armenia","Europe & Central Asia",2009,3084979,73.64553659,128.7742572
"Australia","East Asia & Pacific",2009,21778800,81.54390244,4118.488722
"Austria","Europe & Central Asia",2009,8365275,80.08292683,5110.543173
"Azerbaijan","Europe & Central Asia",2009,8947243,70.31763415,285.7955834
"Bahamas, The","Latin America & Caribbean",2009,338358,74.97526829,1701.203169
"Bahrain","Middle East & North Africa",2009,1169578,74.88978049,748.0431977
"Bangladesh","South Asia",2009,147030145,68.32521951,22.44012725
"Barbados","Latin America & Caribbean",2009,272750,76.41302439,842.7385236
"Belarus","Europe & Central Asia",2009,9507000,70.40731707,310.7473675
"Belgium","Europe & Central Asia",2009,10796493,79.98292683,4673.942439
"Belize","Latin America & Caribbean",2009,333200,75.6185122,253.9885813
"Benin","Sub-Saharan Africa",2009,8601771,55.17341463,34.16856338
"Bhutan","South Asia",2009,713665,66.53204878,81.31767016
"Bolivia","Latin America & Caribbean",2009,9773441,65.96385366,102.2787767
"Bosnia and Herzegovina","Europe & Central Asia",2009,3767683,75.25043902,461.0259805
"Botswana","Sub-Saharan Africa",2009,1981576,53.01153659,283.75697
"Brazil","Latin America & Caribbean",2009,193246610,72.75980488,733.8992956
"Brunei Darussalam","East Asia & Pacific",2009,391837,77.79792683,833.6900102
"Bulgaria","Europe & Central Asia",2009,7585131,73.41219512,462.7499222
"Burkina Faso","Sub-Saharan Africa",2009,15984479,54.46604878,38.77346279
"Burundi","Sub-Saharan Africa",2009,8170853,49.42126829,19.95282351
"Cambodia","East Asia & Pacific",2009,13977903,62.07219512,47.20393916
"Cameroon","Sub-Saharan Africa",2009,19175028,50.58292683,60.41218882
"Canada","North America",2009,33726915,80.66178049,4522.483828
"Cape Verde","Sub-Saharan Africa",2009,491621,73.58680488,147.7241883
"Central African Republic","Sub-Saharan Africa",2009,4318128,46.88370732,16.41526539
"Chad","Sub-Saharan Africa",2009,10937089,48.88531707,28.44284012
"Chile","Latin America & Caribbean",2009,16955737,78.76270732,782.3042229
"China","East Asia & Pacific",2009,1331260000,73.0565122,191.2824584
"Colombia","Latin America & Caribbean",2009,45654044,73.20997561,360.9739273
"Comoros","Sub-Saharan Africa",2009,715774,60.22907317,29.61720469
"Congo, Dem. Rep.","Sub-Saharan Africa",2009,64204304,47.79692683,15.96661882
"Congo, Rep.","Sub-Saharan Africa",2009,3941454,56.5587561,55.14457398
"Costa Rica","Latin America & Caribbean",2009,4590790,79.06917073,660.4261765
"Cote d'Ivoire","Sub-Saharan Africa",2009,19350026,54.05590244,70.94074308
"Croatia","Europe & Central Asia",2009,4429000,76.16829268,1095.203048
"Cuba","Latin America & Caribbean",2009,11262628,78.77321951,650.5523633
"Cyprus","Europe & Central Asia",2009,1090473,79.19695122,2066.89422
"Czech Republic","Europe & Central Asia",2009,10487178,77.07804878,1494.456082
"Denmark","Europe & Central Asia",2009,5523095,78.59756098,6451.703536
"Djibouti","Middle East & North Africa",2009,872090,57.14504878,92.68621437
"Dominican Republic","Latin America & Caribbean",2009,9796852,72.96197561,258.2401499
"Ecuador","Latin America & Caribbean",2009,14261566,75.30219512,298.4485265
"Egypt, Arab Rep.","Middle East & North Africa",2009,79716203,72.73412195,117.9955658
"El Salvador","Latin America & Caribbean",2009,6160423,71.52060976,227.71171
"Equatorial Guinea","Sub-Saharan Africa",2009,681115,50.5447561,928.0539197
"Eritrea","Sub-Saharan Africa",2009,5097998,60.55692683,11.40494653
"Estonia","Europe & Central Asia",2009,1340271,74.82439024,1004.459146
"Ethiopia","Sub-Saharan Africa",2009,81187751,58.11817073,15.54771145
"Fiji","East Asia & Pacific",2009,852323,69.10202439,145.9251811
"Finland","Europe & Central Asia",2009,5338871,79.7195122,4113.189095
"France","Europe & Central Asia",2009,64720232,81.06829268,4764.539587
"Gabon","Sub-Saharan Africa",2009,1477514,61.84912195,273.415401
"Gambia, The","Sub-Saharan Africa",2009,1681734,57.83821951,25.60691022
"Georgia","Europe & Central Asia",2009,4410800,73.14714634,250.9573636
"Germany","Europe & Central Asia",2009,81902307,79.83658537,4723.76117
"Ghana","Sub-Saharan Africa",2009,23824402,63.38817073,54.19341778
"Greece","Europe & Central Asia",2009,11282760,80.18780488,3180.176521
"Grenada","Latin America & Caribbean",2009,104097,75.49234146,461.9720658
"Guatemala","Latin America & Caribbean",2009,14033623,70.58463415,189.7880591
"Guinea","Sub-Saharan Africa",2009,9761217,53.16992683,30.24476036
"Guinea-Bissau","Sub-Saharan Africa",2009,1484120,47.3132439,36.90501963
"Guyana","Latin America & Caribbean",2009,753013,69.19787805,173.0377056
"Haiti","Latin America & Caribbean",2009,9864241,61.43468293,42.36906091
"Honduras","Latin America & Caribbean",2009,7449923,72.532,173.1055604
"Hungary","Europe & Central Asia",2009,10022650,73.90487805,977.4969517
"Iceland","Europe & Central Asia",2009,318499,81.75121951,3657.257599
"India","South Asia",2009,1207740408,64.77856098,43.59120015
"Indonesia","East Asia & Pacific",2009,237414495,68.47097561,64.99271658
"Iran, Islamic Rep.","Middle East & North Africa",2009,73137148,72.49207317,289.7594223
"Iraq","Middle East & North Africa",2009,31090763,68.0915122,200.4141833
"Ireland","Europe & Central Asia",2009,4458942,79.88780488,4713.57134
"Israel","Middle East & North Africa",2009,7485600,81.40487805,1997.898408
"Italy","Europe & Central Asia",2009,60192698,81.38536585,3323.340575
"Jamaica","Latin America & Caribbean",2009,2695600,72.59465854,230.0655058
"Japan","East Asia & Pacific",2009,127557958,82.93146341,3735.939351
"Jordan","Middle East & North Africa",2009,5915000,73.15095122,377.2493801
"Kazakhstan","Europe & Central Asia",2009,16093481,68.42926829,325.8709875
"Kenya","Sub-Saharan Africa",2009,39462188,55.83936585,35.8384555
"Korea, Rep.","East Asia & Pacific",2009,49182000,80.29731707,1173.749812
"Kuwait","Middle East & North Africa",2009,2646286,74.48756098,1579.928129
"Kyrgyz Republic","Europe & Central Asia",2009,5383300,69.10243902,60.4615506
"Lao PDR","East Asia & Pacific",2009,6112143,66.6515122,34.45943197
"Latvia","Europe & Central Asia",2009,2254834,73.0804878,784.0887534
"Lebanon","Middle East & North Africa",2009,4196990,72.22978049,589.2156078
"Lesotho","Sub-Saharan Africa",2009,2149201,46.66936585,83.23284622
"Liberia","Sub-Saharan Africa",2009,3835929,55.47919512,41.44821012
"Libya","Middle East & North Africa",2009,6262667,74.54556098,344.5654841
"Lithuania","Europe & Central Asia",2009,3339456,72.91463415,835.7187761
"Luxembourg","Europe & Central Asia",2009,497783,80.63658537,8262.379612
"Macedonia, FYR","Europe & Central Asia",2009,2056769,74.44387805,296.9186626
"Madagascar","Sub-Saharan Africa",2009,20124150,66.19136585,15.64484428
"Malawi","Sub-Saharan Africa",2009,14442290,52.68095122,28.98891911
"Malaysia","East Asia & Pacific",2009,27949395,73.79080488,316.5221427
"Maldives","South Asia",2009,311739,76.19565854,489.5185
"Mali","Sub-Saharan Africa",2009,14909813,50.53604878,41.17896466
"Malta","Middle East & North Africa",2009,413991,79.89268293,1664.384849
"Mauritania","Sub-Saharan Africa",2009,3377630,57.91963415,48.09352458
"Mauritius","Sub-Saharan Africa",2009,1275032,72.88243902,388.6444557
"Mexico","Latin America & Caribbean",2009,112033369,76.46556098,525.7222727
"Micronesia, Fed. Sts.","East Asia & Pacific",2009,110676,68.58304878,335.8728114
"Moldova","Europe & Central Asia",2009,3565603,68.61143902,190.4330986
"Mongolia","East Asia & Pacific",2009,2711659,67.86412195,97.93877757
"Montenegro","Europe & Central Asia",2009,630435,74.15007317,621.2344287
"Morocco","Middle East & North Africa",2009,31634524,71.58941463,162.2295098
"Mozambique","Sub-Saharan Africa",2009,22858607,49.27802439,26.43197978
"Myanmar","East Asia & Pacific",2009,47601374,64.1995122,14.2411315
"Namibia","Sub-Saharan Africa",2009,2242078,61.61858537,278.475674
"Nepal","South Asia",2009,29432743,68.00168293,23.78145003
"Netherlands","Europe & Central Asia",2009,16530388,80.54878049,5766.064809
"New Zealand","East Asia & Pacific",2009,4315800,80.70243902,2701.929975
"Nicaragua","Latin America & Caribbean",2009,5710230,73.43443902,109.8926286
"Niger","Sub-Saharan Africa",2009,14972257,53.81582927,19.00263461
"Nigeria","Sub-Saharan Africa",2009,154488072,50.94941463,74.38236593
"Norway","Europe & Central Asia",2009,4828726,80.79512195,7592.895653
"Oman","Middle East & North Africa",2009,2712141,73.00409756,511.1986165
"Pakistan","South Asia",2009,170494367,64.95521951,26.32283237
"Panama","Latin America & Caribbean",2009,3461901,75.8012439,564.8851756
"Papua New Guinea","East Asia & Pacific",2009,6703361,62.07390244,49.97848014
"Paraguay","Latin America & Caribbean",2009,6341892,72.06831707,187.5949396
"Peru","Latin America & Caribbean",2009,28765162,73.54307317,235.7661264
"Philippines","East Asia & Pacific",2009,91703090,68.2255122,76.5542007
"Poland","Europe & Central Asia",2009,38151603,75.69512195,814.6296652
"Portugal","Europe & Central Asia",2009,10632482,78.72682927,2381.085737
"Qatar","Middle East & North Africa",2009,1597765,77.93919512,1612.145098
"Romania","Europe & Central Asia",2009,21480401,73.3097561,431.4224542
"Russian Federation","Europe & Central Asia",2009,141910000,68.60487805,527.2319621
"Rwanda","Sub-Saharan Africa",2009,10311275,54.66580488,51.07412065
"Samoa","East Asia & Pacific",2009,182401,72.06356098,153.8901905
"San Marino","Europe & Central Asia",2009,31359,82.99554324,3559.068771
"Sao Tome and Principe","Sub-Saharan Africa",2009,162515,64.10753659,100.6326906
"Saudi Arabia","Middle East & North Africa",2009,26809105,73.63217073,575.8944585
"Senegal","Sub-Saharan Africa",2009,12106865,58.63231707,60.43637774
"Serbia","Europe & Central Asia",2009,7320807,73.68536585,576.5124281
"Seychelles","Sub-Saharan Africa",2009,87298,73.03414634,297.8241965
"Sierra Leone","Sub-Saharan Africa",2009,5739293,46.95768293,72.27930659
"Singapore","East Asia & Pacific",2009,4987600,81.24146341,1771.892551
"Slovak Republic","Europe & Central Asia",2009,5418590,74.9097561,1473.58743
"Slovenia","Europe & Central Asia",2009,2039669,78.97073171,2231.492329
"Solomon Islands","East Asia & Pacific",2009,524125,67.06712195,90.06974446
"South Africa","Sub-Saharan Africa",2009,49320150,51.61131707,495.3104565
"Spain","Europe & Central Asia",2009,45908594,81.47560976,3051.604966
"Sri Lanka","South Asia",2009,20450000,74.56660976,70.79479431
"St. Lucia","Latin America & Caribbean",2009,172370,74.23807317,525.3694813
"St. Vincent and the Grenadines","Latin America & Caribbean",2009,109269,71.92126829,316.6982319
"Sudan","Sub-Saharan Africa",2009,32970881,60.78546341,92.52103509
"Suriname","Latin America & Caribbean",2009,519861,70.06702439,447.052812
"Swaziland","Sub-Saharan Africa",2009,1043509,47.88882927,220.2134211
"Sweden","Europe & Central Asia",2009,9298515,81.35121951,4337.087862
"Switzerland","Europe & Central Asia",2009,7743831,82.04390244,7184.224075
"Syrian Arab Republic","Middle East & North Africa",2009,20038112,75.56034146,95.44026999
"Tajikistan","Europe & Central Asia",2009,6783390,66.96768293,43.51709825
"Tanzania","Sub-Saharan Africa",2009,43524738,56.58973171,27.58928319
"Thailand","East Asia & Pacific",2009,68706122,73.76802439,160.1372017
"Timor-Leste","East Asia & Pacific",2009,1110071,61.54217073,49.34787922
"Togo","Sub-Saharan Africa",2009,5901859,56.20280488,38.54821121
"Tonga","East Asia & Pacific",2009,103519,72.01387805,145.1181276
"Trinidad and Tobago","Latin America & Caribbean",2009,1336349,69.53609756,934.5823475
"Tunisia","Middle East & North Africa",2009,10439600,74.45121951,242.0197721
"Turkey","Europe & Central Asia",2009,71846212,73.42463415,575.4213994
"Turkmenistan","Europe & Central Asia",2009,4979672,64.75995122,88.89967998
"Uganda","Sub-Saharan Africa",2009,32367909,53.07058537,42.81708785
"Ukraine","Europe & Central Asia",2009,46053300,69.19,200.0029235
"United Arab Emirates","Middle East & North Africa",2009,6938815,76.39956098,1695.768407
"United Kingdom","Europe & Central Asia",2009,61811027,80.05121951,3444.508244
"United States","North America",2009,306771529,78.0902439,7989.935964
"Uruguay","Latin America & Caribbean",2009,3344938,76.11121951,760.672066
"Uzbekistan","Europe & Central Asia",2009,27767400,67.76470732,70.73732414
"Vanuatu","East Asia & Pacific",2009,233790,70.53502439,132.0729381
"Venezuela, RB","Latin America & Caribbean",2009,28384000,73.94243902,666.9028145
"Vietnam","East Asia & Pacific",2009,86025000,74.60558537,78.55609353
"Yemen, Rep.","Middle East & North Africa",2009,23328214,64.5937561,70.60425303
"Zambia","Sub-Saharan Africa",2009,12723746,47.81453659,61.28114701
"Afghanistan","South Asia",2010,34385068,48.28219512,44.18755767
"Albania","Europe & Central Asia",2010,3204284,76.90095122,220.2285618
"Algeria","Middle East & North Africa",2010,35468208,72.85253659,198.1556376
"Angola","Sub-Saharan Africa",2010,19081912,50.65365854,146.1098503
"Argentina","Latin America & Caribbean",2010,40412376,75.63214634,759.2994333
"Armenia","Europe & Central Asia",2010,3092072,73.78356098,133.7855992
"Australia","East Asia & Pacific",2010,22065300,81.69512195,5173.502443
"Austria","Europe & Central Asia",2010,8389771,80.38292683,4964.154032
"Azerbaijan","Europe & Central Asia",2010,9054332,70.5065122,307.143758
"Bahamas, The","Latin America & Caribbean",2010,342877,75.22212195,1704.175024
"Bahrain","Middle East & North Africa",2010,1261835,75.02382927,747.5676034
"Bangladesh","South Asia",2010,148692131,68.63480488,24.76974672
"Barbados","Latin America & Caribbean",2010,273331,76.57282927,1003.432519
"Belarus","Europe & Central Asia",2010,9490000,70.40487805,319.6404007
"Belgium","Europe & Central Asia",2010,10895586,80.23414634,4548.253106
"Belize","Latin America & Caribbean",2010,344700,75.83995122,262.0861784
"Benin","Sub-Saharan Africa",2010,8849892,55.58558537,32.74173045
"Bhutan","South Asia",2010,725940,66.90885366,89.09907008
"Bolivia","Latin America & Caribbean",2010,9929849,66.26856098,108.2405534
"Bosnia and Herzegovina","Europe & Central Asia",2010,3760149,75.40043902,452.8535376
"Botswana","Sub-Saharan Africa",2010,2006945,53.1095122,382.0207748
"Brazil","Latin America & Caribbean",2010,194946470,73.09953659,990.2665826
"Brunei Darussalam","East Asia & Pacific",2010,398920,77.93202439,914.7369492
"Bulgaria","Europe & Central Asia",2010,7534289,73.51219512,480.1895778
"Burkina Faso","Sub-Saharan Africa",2010,16468714,54.92419512,39.09643151
"Burundi","Sub-Saharan Africa",2010,8382849,49.87721951,22.57734631
"Cambodia","East Asia & Pacific",2010,14138255,62.53621951,47.9756782
"Cameroon","Sub-Saharan Africa",2010,19598889,51.0627561,61.34140038
"Canada","North America",2010,34126547,80.79780488,5257.409923
"Cape Verde","Sub-Saharan Africa",2010,495999,73.77404878,144.7392528
"Central African Republic","Sub-Saharan Africa",2010,4401051,47.61846341,17.15777614
"Chad","Sub-Saharan Africa",2010,11227208,49.19482927,30.64455166
"Chile","Latin America & Caribbean",2010,17113688,78.88573171,932.5717268
"China","East Asia & Pacific",2010,1337705000,73.27309756,218.7801814
"Colombia","Latin America & Caribbean",2010,46294841,73.42968293,407.2042206
"Comoros","Sub-Saharan Africa",2010,734750,60.62626829,39.06400434
"Congo, Dem. Rep.","Sub-Saharan Africa",2010,65965795,48.06958537,14.85547976
"Congo, Rep.","Sub-Saharan Africa",2010,4042899,56.96019512,68.10026466
"Costa Rica","Latin America & Caribbean",2010,4658887,79.19260976,802.1360128
"Cote d'Ivoire","Sub-Saharan Africa",2010,19737800,54.74156098,70.81381365
"Croatia","Europe & Central Asia",2010,4418000,76.47560976,1050.689577
"Cuba","Latin America & Caribbean",2010,11257979,78.96414634,583.371882
"Cyprus","Europe & Central Asia",2010,1103647,79.38039024,2011.790843
"Czech Republic","Europe & Central Asia",2010,10519792,77.42439024,1402.636017
"Denmark","Europe & Central Asia",2010,5547683,79.1,6253.248582
"Djibouti","Middle East & North Africa",2010,888716,57.52739024,99.0097519
"Dominican Republic","Latin America & Caribbean",2010,9927320,73.20002439,280.5456467
"Ecuador","Latin America & Caribbean",2010,14464739,75.46229268,318.4353037
"Egypt, Arab Rep.","Middle East & North Africa",2010,81121077,72.97526829,125.2886577
"El Salvador","Latin America & Caribbean",2010,6192993,71.73236585,237.5749496
"Equatorial Guinea","Sub-Saharan Africa",2010,700401,50.84080488,846.513873
"Eritrea","Sub-Saharan Africa",2010,5253676,60.99419512,12.71147579
"Estonia","Europe & Central Asia",2010,1340161,75.42926829,897.8908241
"Ethiopia","Sub-Saharan Africa",2010,82949541,58.71509756,15.49539161
"Fiji","East Asia & Pacific",2010,860623,69.22582927,154.7707553
"Finland","Europe & Central Asia",2010,5363352,79.87073171,3955.189649
"France","Europe & Central Asia",2010,65075569,81.36829268,4618.458145
"Gabon","Sub-Saharan Africa",2010,1505463,62.28668293,308.6692567
"Gambia, The","Sub-Saharan Africa",2010,1728394,58.16002439,26.84174636
"Georgia","Europe & Central Asia",2010,4452800,73.32734146,271.6254716
"Germany","Europe & Central Asia",2010,81776930,79.98780488,4654.009456
"Ghana","Sub-Saharan Africa",2010,24391823,63.83726829,68.5271628
"Greece","Europe & Central Asia",2010,11315508,80.38780488,2872.730798
"Grenada","Latin America & Caribbean",2010,104487,75.66043902,438.4120364
"Guatemala","Latin America & Caribbean",2010,14388929,70.82541463,196.8998609
"Guinea","Sub-Saharan Africa",2010,9981590,53.63858537,29.41280344
"Guinea-Bissau","Sub-Saharan Africa",2010,1515224,47.70065854,38.21673343
"Guyana","Latin America & Caribbean",2010,754493,69.54914634,168.5663604
"Haiti","Latin America & Caribbean",2010,9993247,61.763,45.56015949
"Honduras","Latin America & Caribbean",2010,7600524,72.82592683,176.4281163
"Hungary","Europe & Central Asia",2010,10000023,74.20731707,1002.03141
"Iceland","Europe & Central Asia",2010,318041,81.89756098,3667.511161
"India","South Asia",2010,1224614327,65.13134146,51.35615469
"Indonesia","East Asia & Pacific",2010,239870937,68.88965854,84.06421374
"Iran, Islamic Rep.","Middle East & North Africa",2010,73973630,72.75185366,302.0277145
"Iraq","Middle East & North Africa",2010,32030823,68.48604878,246.7526977
"Ireland","Europe & Central Asia",2010,4474356,80.89512195,4241.637945
"Israel","Middle East & North Africa",2010,7623600,81.60243902,2197.896642
"Italy","Europe & Central Asia",2010,60483385,81.73658537,3246.847039
"Jamaica","Latin America & Caribbean",2010,2701200,72.84712195,258.6459405
"Japan","East Asia & Pacific",2010,127450459,82.84268293,3958.467531
"Jordan","Middle East & North Africa",2010,6047000,73.28965854,370.0103358
"Kazakhstan","Europe & Central Asia",2010,16323287,68.29536585,395.0648173
"Kenya","Sub-Saharan Africa",2010,40512682,56.49707317,34.85764894
"Korea, Rep.","East Asia & Pacific",2010,49410000,80.56585366,1451.775175
"Kuwait","Middle East & North Africa",2010,2736732,74.60473171,1224.97489
"Kyrgyz Republic","Europe & Central Asia",2010,5447900,69.3,59.83553423
"Lao PDR","East Asia & Pacific",2010,6200894,67.064,30.3059985
"Latvia","Europe & Central Asia",2010,2239008,73.48292683,762.1586536
"Lebanon","Middle East & North Africa",2010,4227597,72.4087561,574.2819957
"Lesotho","Sub-Saharan Africa",2010,2171318,47.36507317,115.7164406
"Liberia","Sub-Saharan Africa",2010,3994122,56.14758537,40.63750055
"Libya","Middle East & North Africa",2010,6355112,74.75312195,388.791449
"Lithuania","Europe & Central Asia",2010,3286820,73.26829268,782.0235752
"Luxembourg","Europe & Central Asia",2010,506953,80.63170732,8193.487867
"Macedonia, FYR","Europe & Central Asia",2010,2060563,74.61885366,299.5020073
"Madagascar","Sub-Saharan Africa",2010,20713819,66.46707317,15.08365292
"Malawi","Sub-Saharan Africa",2010,14900841,53.46263415,28.46863766
"Malaysia","East Asia & Pacific",2010,28401017,74.02456098,367.9636542
"Maldives","South Asia",2010,315885,76.55141463,408.8470824
"Mali","Sub-Saharan Africa",2010,15369809,50.95482927,39.48080017
"Malta","Middle East & North Africa",2010,415995,80.94878049,1706.469864
"Mauritania","Sub-Saharan Africa",2010,3459773,58.21695122,58.90978473
"Mauritius","Sub-Saharan Africa",2010,1280924,72.96731707,464.7699997
"Mexico","Latin America & Caribbean",2010,113423047,76.68378049,603.356072
"Micronesia, Fed. Sts.","East Asia & Pacific",2010,111064,68.76482927,365.4735611
"Moldova","Europe & Central Asia",2010,3562062,68.90370732,190.425316
"Mongolia","East Asia & Pacific",2010,2756001,68.19497561,123.9652046
"Montenegro","Europe & Central Asia",2010,631490,74.31109756,583.8900435
"Morocco","Middle East & North Africa",2010,31951412,71.86463415,166.3969849
